Ch1 Amplitude,Ch2 Amplitude,Cluster
1051.43311,1159.81409,1
1071.96057,1129.93982,1
1082.76855,1101.65771,1
1106.1825,1128.34839,1
1117.09412,1131.64148,1
1120.27466,1102.33752,1
1122.15454,1169.26733,1
1122.25562,1064.66589,1
1125.38379,1069.4613,1
1126.40515,1167.97693,1
1126.507,1126.4624,1
1130.7218,1039.82251,1
1132.614,1091.9967,1
1138.13708,1007.54846,1
1138.785,1125.016,1
1147.476,1049.74548,1
1147.54919,1171.71509,1
1149.21423,1217.7229,1
1149.60083,1065.553,1
1153.50537,1208.62659,1
1154.18689,1167.85669,1
1155.379,987.9139,1
1157.53186,1158.063,1
1160.01819,1276.31311,1
1164.04419,1046.96057,1
1164.72632,1292.78711,1
1166.96057,1138.71155,1
1168.31067,1282.96313,1
1168.80786,1231.51428,1
1169.2699,1179.65564,1
1169.90967,1062.22266,1
1170.13611,1017.76251,1
1170.412,1119.90955,1
1170.76563,1291.30359,1
1171.08533,1311.16455,1
1171.53857,1236.59216,1
1175.32642,1135.01147,1
1175.391,1153.9574,1
1175.4707,1170.57446,1
1176.18835,1226.95557,1
1178.942,1294.24182,1
1179.65076,1157.96436,1
1180.42566,1269.81433,1
1180.80481,1179.94678,1
1182.37122,1253.6366,1
1183.29932,993.980042,1
1183.83179,1088.27881,1
1184.93127,1170.9801,1
1185.29785,998.050049,1
1185.61414,1184.58386,1
1186.34973,1107.56091,1
1186.39709,1265.50708,1
1186.58643,1298.166,1
1187.2002,1082.22754,1
1187.59338,1198.977,1
1187.702,1182.23584,1
1188.239,1263.71582,1
1188.74756,1230.4657,1
1188.98364,1186.00769,1
1190.21167,1103.623,1
1190.50269,1231.15112,1
1190.82556,1188.28284,1
1190.85693,1213.26208,1
1190.89746,1179.11963,1
1191.481,1230.64172,1
1191.56763,1244.92944,1
1191.5907,1177.79114,1
1191.71448,1108.50208,1
1191.80823,1236.74878,1
1193.1604,1129.54175,1
1193.56665,1250.31519,1
1194.02173,1224.419,1
1194.42834,1304.16211,1
1195.0083,1136.19788,1
1195.02368,1278.98547,1
1195.113,1197.38245,1
1197.44434,1080.90442,1
1197.94824,1208.01147,1
1198.05859,1215.251,1
1198.08276,1256.22632,1
1198.11108,1226.413,1
1198.51208,1215.60315,1
1198.64368,1129.55969,1
1199.079,1147.24023,1
1199.13477,1289.60889,1
1199.23889,1160.035,1
1199.87939,1194.93164,1
1200.02637,1176.92456,1
1200.08264,1261.67249,1
1200.12891,1169.59412,1
1200.90674,1297.21179,1
1201.89075,1087.09521,1
1202.03857,1212.2699,1
1202.17261,1250.48621,1
1202.53906,1233.5249,1
1202.63611,1190.95862,1
1202.99683,1190.341,1
1203.3894,1189.18945,1
1203.57349,1242.89136,1
1203.63159,1245.17212,1
1203.74658,1144.1543,1
1203.77881,1250.34778,1
1203.83582,963.3881,1
1203.98755,1173.56482,1
1204.21313,1262.18787,1
1204.50928,1137.98376,1
1204.79871,1233.20447,1
1204.92444,1271.185,1
1204.93591,1116.41089,1
1204.93823,1298.69641,1
1205.04614,1185.6405,1
1205.15027,1255.36963,1
1205.16943,1188.98853,1
1205.26538,1199.45825,1
1205.61938,1133.60583,1
1205.63489,1250.50659,1
1206.11182,1261.79,1
1206.28271,1220.45142,1
1206.72571,1201.83777,1
1206.93188,1301.06042,1
1206.96423,1107.50562,1
1206.98413,1226.04712,1
1207.06982,1311.122,1
1207.11182,1232.32385,1
1207.15857,985.1119,1
1207.78564,1133.1582,1
1208.52356,1228.52563,1
1208.53882,1196.26453,1
1208.80786,1210.63562,1
1208.86414,1289.92407,1
1209.02954,1277.62451,1
1209.06445,1116.63916,1
1209.19336,1191.34277,1
1209.71753,1259.603,1
1209.77454,1322.56714,1
1209.882,1179.15881,1
1209.88928,1267.117,1
1210.00952,1197.27222,1
1210.28625,1271.2594,1
1210.3656,1234.19983,1
1210.63477,1098.09912,1
1210.95837,1212.29236,1
1210.99744,1242.91443,1
1211.38513,1255.00208,1
1211.39722,1303.04663,1
1211.53552,1089.73767,1
1211.85449,1157.56177,1
1211.95728,1256.62537,1
1212.29749,1315.77356,1
1212.31775,1269.38232,1
1212.78906,1270.45667,1
1212.89856,1260.19226,1
1212.95581,1217.19812,1
1212.96765,1295.25366,1
1213.17468,1243.06873,1
1213.202,1242.53455,1
1213.27368,1172.90771,1
1213.28613,1176.89685,1
1213.31384,1219.58838,1
1213.3396,1184.16333,1
1213.402,1233.54565,1
1213.45764,1298.65417,1
1213.54028,1222.34839,1
1213.56323,1206.98389,1
1213.62,1161.00281,1
1213.64355,1221.15149,1
1213.69543,1186.82068,1
1213.87317,1226.45435,1
1214.11755,1168.38,1
1214.16553,1200.72217,1
1214.23645,1157.81055,1
1214.34119,1279.20911,1
1214.37231,1232.60754,1
1214.41089,1180.59143,1
1214.48157,1304.42,1
1214.50854,1170.91248,1
1214.54,1201.828,1
1214.54456,1309.83325,1
1214.6051,1278.58252,1
1214.645,1162.4353,1
1214.88013,1272.8717,1
1215.0282,1282.508,1
1215.03809,1268.21411,1
1215.252,1119.24329,1
1215.52429,1245.143,1
1215.618,1181.51563,1
1215.63916,1284.28662,1
1215.74487,1249.83667,1
1215.81848,1198.91541,1
1215.91565,1140.9032,1
1215.93213,1254.632,1
1216.40283,1233.15259,1
1216.43286,1232.06665,1
1216.51135,1178.32153,1
1216.62915,1237.17493,1
1216.84229,1245.33777,1
1217.07361,1192.21643,1
1217.08838,1243.225,1
1217.13867,1177.36511,1
1217.19971,1229.33484,1
1217.20044,1237.89612,1
1217.363,1223.30176,1
1217.4303,1222.49353,1
1217.52942,1238.376,1
1217.76025,1318.333,1
1217.853,1224.357,1
1217.90393,1230.94885,1
1217.972,1252.95947,1
1218.04968,1173.56653,1
